                          Bigram               Count*          Probability
                  Edward Kennedy           0.42362073         1.5501912E-5
                   Kennedy -LRB-           0.42362073         1.5501912E-5
                        -LRB- D.                 14.7         5.3792953E-4
                            D. ,                 14.7         5.3792953E-4
                         , Mass.            4.8774195         1.7848353E-4
                     Mass. -RRB-            4.8774195         1.7848353E-4
                         -RRB- ,            31.304348         0.0011455464
                      , chairman                  0.0                  0.0
                     chairman of                  0.0                  0.0
                          of the                  0.0                  0.0
                       the Labor           0.42362073         1.5501912E-5
                 Labor Committee           0.42362073         1.5501912E-5
                     Committee ,            3.1762295         1.1623045E-4
                           , and                  0.0                  0.0
                        and Pete           0.42362073         1.5501912E-5
                   Pete Domenici           0.42362073         1.5501912E-5
                      Domenici ,           0.42362073         1.5501912E-5
                         , -LRB-            1.5078534         5.5178152E-5
                        -LRB- R.            1.5078534         5.5178152E-5
                            R. ,            1.5078534         5.5178152E-5
                           , N.M           0.42362073         1.5501912E-5
                   -RRB- ranking           0.42362073         1.5501912E-5
                ranking minority           0.42362073         1.5501912E-5
                 minority member           0.42362073         1.5501912E-5
                       member of            4.2777777         1.5654034E-4
                          of the                  0.0                  0.0
                      the Budget           0.42362073         1.5501912E-5
                Budget Committee           0.42362073         1.5501912E-5
                     Committee ,            3.1762295         1.1623045E-4
                          , have            2.5416667          9.300936E-5
                       have been             6.025974         2.2051355E-4
                    been working           0.42362073         1.5501912E-5
                      working on            1.5078534         5.5178152E-5
                            on a            16.095238          5.889866E-4
                    a compromise           0.42362073         1.5501912E-5
                    compromise ,            1.5078534         5.5178152E-5
                           , and                  0.0                  0.0
                       and their           0.42362073         1.5501912E-5
                 their soundings           0.42362073         1.5501912E-5
                soundings showed           0.42362073         1.5501912E-5
                     showed that           0.42362073         1.5501912E-5
                        that the             54.01923         0.0019767713
                      the Senate            11.870689         4.3439417E-4
                 Senate appeared           0.42362073         1.5501912E-5
                     appeared to            3.1762295         1.1623045E-4
                           to be            30.035715         0.0010991223
                      be heading           0.42362073         1.5501912E-5
                  heading toward           0.42362073         1.5501912E-5
                   toward enough           0.42362073         1.5501912E-5
                 enough strength           0.42362073         1.5501912E-5
                     strength to           0.42362073         1.5501912E-5
                     to override           0.42362073         1.5501912E-5
                override another           0.42362073         1.5501912E-5
                    another Bush           0.42362073         1.5501912E-5
                       Bush veto           0.42362073         1.5501912E-5
                          veto ,           0.42362073         1.5501912E-5
                             , a                  0.0                  0.0
                    a Democratic           0.42362073         1.5501912E-5
                Democratic staff           0.42362073         1.5501912E-5
                  staff official           0.42362073         1.5501912E-5
                   official said           0.42362073         1.5501912E-5
                            In a            13.090909          4.790467E-4
                       a related            1.5078534         5.5178152E-5
                    related move            1.5078534         5.5178152E-5
                          move ,            1.5078534         5.5178152E-5
                        , Pierre           0.42362073         1.5501912E-5
                   Pierre Lortie           0.42362073         1.5501912E-5
                        Lortie ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                     executive ,             40.11111         0.0014678198
                      , resigned            4.8774195         1.7848353E-4
                     In addition             6.025974         2.2051355E-4
                      addition ,            4.2777777         1.5654034E-4
                           , the                  0.0                  0.0
                     the company              86.0119         0.0031475062
                      company 's             44.02381         0.0016110005
                        's board                  0.0                  0.0
                board authorized            4.2777777         1.5654034E-4
                  authorized the            4.2777777         1.5654034E-4
                    the purchase             6.025974         2.2051355E-4
                     purchase of            4.2777777         1.5654034E-4
                           of up            2.5416667          9.300936E-5
                           up to            3.1762295         1.1623045E-4
                           to an            1.5078534         5.5178152E-5
                   an additional           0.42362073         1.5501912E-5
                  additional one           0.42362073         1.5501912E-5
                     one million           0.42362073         1.5501912E-5
                  million shares            2.5416667          9.300936E-5
                    He succeeded           0.42362073         1.5501912E-5
                   succeeded Pat           0.42362073         1.5501912E-5
                       Pat Brown           0.42362073         1.5501912E-5
                         Brown ,            3.1762295         1.1623045E-4
                           , who                  0.0                  0.0
                         who was                 8.47          3.099499E-4
                       was fired            1.5078534         5.5178152E-5
                        fired by           0.42362073         1.5501912E-5
                          by the                  0.0                  0.0
                       the Alley           0.42362073         1.5501912E-5
                     Alley board           0.42362073         1.5501912E-5
                        board 18           0.42362073         1.5501912E-5
                       18 months           0.42362073         1.5501912E-5
                      months ago            1.5078534         5.5178152E-5
                           `` It                 8.47          3.099499E-4
                           It 's             6.535948         2.3917545E-4
                            's a            3.1762295         1.1623045E-4
                       a shocker           0.42362073         1.5501912E-5
                       shocker ,           0.42362073         1.5501912E-5
                            , ''                  0.0                  0.0
                         '' said                  0.0                  0.0
                     said Joseph            2.5416667          9.300936E-5
                       Joseph Di           0.42362073         1.5501912E-5
                        Di Lillo           0.42362073         1.5501912E-5
                         Lillo ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                     chairman of                  0.0                  0.0
                        of Drake           0.42362073         1.5501912E-5
                   Drake Capital           0.42362073         1.5501912E-5
              Capital Securities           0.42362073         1.5501912E-5
                    Securities ,            1.5078534         5.5178152E-5
                             , a                  0.0                  0.0
                     a brokerage           0.42362073         1.5501912E-5
                  brokerage firm            2.5416667          9.300936E-5
                       firm that            1.5078534         5.5178152E-5
                        that has            1.5078534         5.5178152E-5
                          has an            1.5078534         5.5178152E-5
                   an investment            1.5078534         5.5178152E-5
                   investment in           0.42362073         1.5501912E-5
                       in Qintex           0.42362073         1.5501912E-5
            Qintex Entertainment            1.5078534         5.5178152E-5
                      Sen. Lloyd           0.42362073         1.5501912E-5
                   Lloyd Bentsen           0.42362073         1.5501912E-5
                   Bentsen -LRB-           0.42362073         1.5501912E-5
                        -LRB- D.                 14.7         5.3792953E-4
                            D. ,                 14.7         5.3792953E-4
                         , Texas            2.5416667          9.300936E-5
                     Texas -RRB-           0.42362073         1.5501912E-5
                       -RRB- was           0.42362073         1.5501912E-5
                    was outraged           0.42362073         1.5501912E-5
                  outraged after           0.42362073         1.5501912E-5
                         after a            4.2777777         1.5654034E-4
                       a private            1.5078534         5.5178152E-5
                    private word           0.42362073         1.5501912E-5
                         word to           0.42362073         1.5501912E-5
                         to John           0.42362073         1.5501912E-5
                     John Motley           0.42362073         1.5501912E-5
                        Motley ,           0.42362073         1.5501912E-5
                      , lobbyist           0.42362073         1.5501912E-5
                    lobbyist for           0.42362073         1.5501912E-5
                         for the                  0.0                  0.0
                    the National            3.1762295         1.1623045E-4
             National Federation           0.42362073         1.5501912E-5
                   Federation of           0.42362073         1.5501912E-5
                  of Independent            1.5078534         5.5178152E-5
            Independent Business           0.42362073         1.5501912E-5
                      Business ,            1.5078534         5.5178152E-5
                      , resulted           0.42362073         1.5501912E-5
                     resulted in           0.42362073         1.5501912E-5
                            in a            31.304348         0.0011455464
                          a news            1.5078534         5.5178152E-5
                    news release           0.42362073         1.5501912E-5
                  release saying           0.42362073         1.5501912E-5
                     saying that            1.5078534         5.5178152E-5
                        that the             54.01923         0.0019767713
                      the Senate            11.870689         4.3439417E-4
                  Senate Finance           0.42362073         1.5501912E-5
               Finance Committee           0.42362073         1.5501912E-5
              Committee chairman            3.1762295         1.1623045E-4
                  chairman would           0.42362073         1.5501912E-5
                 would recommend            1.5078534         5.5178152E-5
                recommend repeal           0.42362073         1.5501912E-5
                       repeal of           0.42362073         1.5501912E-5
                      of Section           0.42362073         1.5501912E-5
                      Section 89           0.42362073         1.5501912E-5
                     Paul Tanner           0.42362073         1.5501912E-5
                      Tanner was           0.42362073         1.5501912E-5
                       was named             44.02381         0.0016110005
                 named president            4.2777777         1.5654034E-4
                     president ,            31.578947         0.0011555951
                         , chief             6.535948         2.3917545E-4
                 chief executive                  0.0                  0.0
               executive officer            116.00877          0.004245207
                     officer and            4.2777777         1.5654034E-4
                    and chairman             5.688889         2.0817832E-4
                     chairman of                  0.0                  0.0
                         of this                  0.0                  0.0
                        this oil            2.5416667          9.300936E-5
                         oil and            4.8774195         1.7848353E-4
                     and natural           0.42362073         1.5501912E-5
                     natural gas            1.5078534         5.5178152E-5
                     gas company           0.42362073         1.5501912E-5
                        These ``           0.42362073         1.5501912E-5
                       `` active           0.42362073         1.5501912E-5
               active suspension           0.42362073         1.5501912E-5
              suspension systems           0.42362073         1.5501912E-5
                      systems ''           0.42362073         1.5501912E-5
               '' electronically           0.42362073         1.5501912E-5
            electronically sense           0.42362073         1.5501912E-5
                      sense road           0.42362073         1.5501912E-5
                 road conditions           0.42362073         1.5501912E-5
                  conditions and           0.42362073         1.5501912E-5
                      and adjust           0.42362073         1.5501912E-5
                        adjust a           0.42362073         1.5501912E-5
                           a car            1.5078534         5.5178152E-5
                          car 's           0.42362073         1.5501912E-5
                         's ride           0.42362073         1.5501912E-5
                       However ,             6.025974         2.2051355E-4
                       , Raymond           0.42362073         1.5501912E-5
                      Raymond C.           0.42362073         1.5501912E-5
                     C. Kurzweil           0.42362073         1.5501912E-5
                      Kurzweil ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                     executive ,             40.11111         0.0014678198
                          , said                  0.0                  0.0
                         said ``            3.1762295         1.1623045E-4
                          `` The            31.304348         0.0011455464
                     The company            11.870689         4.3439417E-4
               company continues           0.42362073         1.5501912E-5
                    continues to            3.1762295         1.1623045E-4
                      to require           0.42362073         1.5501912E-5
              require additional           0.42362073         1.5501912E-5
              additional funding           0.42362073         1.5501912E-5
                      funding to           0.42362073         1.5501912E-5
                      to realize           0.42362073         1.5501912E-5
                     realize the           0.42362073         1.5501912E-5
                   the potential           0.42362073         1.5501912E-5
                    potential of           0.42362073         1.5501912E-5
                          of its           15.5172415          5.678355E-4
                  its technology            1.5078534         5.5178152E-5
                           '' ``            4.2777777         1.5654034E-4
                      `` Because           0.42362073         1.5501912E-5
                      Because of           0.42362073         1.5501912E-5
                    of shrinkage           0.42362073         1.5501912E-5
                    shrinkage in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                     the economy            3.1762295         1.1623045E-4
                       economy ,            4.8774195         1.7848353E-4
                         , rates           0.42362073         1.5501912E-5
                       rates can           0.42362073         1.5501912E-5
                          can be            3.1762295         1.1623045E-4
                     be expected           0.42362073         1.5501912E-5
                     expected to            4.2777777         1.5654034E-4
                      to decline           0.42362073         1.5501912E-5
                    decline over           0.42362073         1.5501912E-5
                          over a            1.5078534         5.5178152E-5
                      a one-year           0.42362073         1.5501912E-5
                one-year horizon           0.42362073         1.5501912E-5
                       horizon ,           0.42362073         1.5501912E-5
                            , ''                  0.0                  0.0
                         '' said                  0.0                  0.0
                   said Norberto            2.5416667          9.300936E-5
                   Norberto Mehl            2.5416667          9.300936E-5
                          Mehl ,            2.5416667          9.300936E-5
                      , chairman                  0.0                  0.0
                     chairman of                  0.0                  0.0
                    of Banxquote            2.5416667          9.300936E-5
                   The executive           0.42362073         1.5501912E-5
                  executive said           0.42362073         1.5501912E-5
                        said any           0.42362073         1.5501912E-5
                     any buy-out           0.42362073         1.5501912E-5
                   buy-out would           0.42362073         1.5501912E-5
                        would be            5.7619047         2.1085025E-4
                          be led           0.42362073         1.5501912E-5
                          led by            11.870689         4.3439417E-4
                          by the                  0.0                  0.0
                     the current            11.870689         4.3439417E-4
                   current board            4.8774195         1.7848353E-4
                         board ,                  0.0                  0.0
                         , whose            4.8774195         1.7848353E-4
                  whose chairman           0.42362073         1.5501912E-5
                     chairman is            3.1762295         1.1623045E-4
                      is Maurice           0.42362073         1.5501912E-5
                 Maurice Saatchi           0.42362073         1.5501912E-5
                     Saatchi and            1.5078534         5.5178152E-5
                       and whose           0.42362073         1.5501912E-5
                 whose strategic           0.42362073         1.5501912E-5
               strategic guiding           0.42362073         1.5501912E-5
                   guiding force           0.42362073         1.5501912E-5
                        force is           0.42362073         1.5501912E-5
                     is believed            3.1762295         1.1623045E-4
                     believed to            2.5416667          9.300936E-5
                           to be            30.035715         0.0010991223
                      be Charles           0.42362073         1.5501912E-5
                 Charles Saatchi           0.42362073         1.5501912E-5
                          `` The            31.304348         0.0011455464
                      The sooner           0.42362073         1.5501912E-5
                      sooner our           0.42362073         1.5501912E-5
                        our vans           0.42362073         1.5501912E-5
                        vans hit           0.42362073         1.5501912E-5
                         hit the           0.42362073         1.5501912E-5
                        the road                 14.7         5.3792953E-4
                       road each           0.42362073         1.5501912E-5
                    each morning           0.42362073         1.5501912E-5
                       morning ,           0.42362073         1.5501912E-5
                           , the                  0.0                  0.0
                      the easier           0.42362073         1.5501912E-5
                       easier it           0.42362073         1.5501912E-5
                           it is            4.2777777         1.5654034E-4
                          is for            2.5416667          9.300936E-5
                          for us            4.8774195         1.7848353E-4
                           us to            1.5078534         5.5178152E-5
                      to fulfill           0.42362073         1.5501912E-5
                    fulfill that           0.42362073         1.5501912E-5
                 that obligation           0.42362073         1.5501912E-5
                         '' Died           0.42362073         1.5501912E-5
                          Died :            2.5416667          9.300936E-5
                         : James            1.5078534         5.5178152E-5
                        James A.            4.8774195         1.7848353E-4
                      A. Attwood           0.42362073         1.5501912E-5
                       Attwood ,           0.42362073         1.5501912E-5
                            , 62            3.1762295         1.1623045E-4
                            62 ,            1.5078534         5.5178152E-5
                       , retired            3.1762295         1.1623045E-4
                retired chairman           0.42362073         1.5501912E-5
                    chairman and                  0.0                  0.0
                   and president            13.090909          4.790467E-4
                    president of            28.928572         0.0010586077
                       of Mutual            1.5078534         5.5178152E-5
                     Mutual Life           0.42362073         1.5501912E-5
                  Life Insurance            4.2777777         1.5654034E-4
                   Insurance Co.            4.2777777         1.5654034E-4
                          Co. of            2.5416667          9.300936E-5
                          of New            4.8774195         1.7848353E-4
                        New York            42.057693         0.0015390527
                          York ,            2.5416667          9.300936E-5
                       , Tuesday           0.42362073         1.5501912E-5
                       Tuesday ,           0.42362073         1.5501912E-5
                            , in             5.688889         2.0817832E-4
                          in New             6.535948         2.3917545E-4
                        New York            42.057693         0.0015390527
                       York City            1.5078534         5.5178152E-5
                          City ,            2.5416667          9.300936E-5
                            , of             6.025974         2.2051355E-4
                           of an            4.2777777         1.5654034E-4
                        an acute           0.42362073         1.5501912E-5
                    acute anemic           0.42362073         1.5501912E-5
                anemic condition           0.42362073         1.5501912E-5
                       He bought           0.42362073         1.5501912E-5
                        bought $            1.5078534         5.5178152E-5
                             $ 4            2.5416667          9.300936E-5
                       4 billion           0.42362073         1.5501912E-5
                      billion in            2.5416667          9.300936E-5
               in prepositioning           0.42362073         1.5501912E-5
            prepositioning ships           0.42362073         1.5501912E-5
                       ships and           0.42362073         1.5501912E-5
                           and $            4.8774195         1.7848353E-4
                             $ 7           0.42362073         1.5501912E-5
                       7 billion           0.42362073         1.5501912E-5
                      billion in            2.5416667          9.300936E-5
                         in ammo           0.42362073         1.5501912E-5
                        ammo and           0.42362073         1.5501912E-5
                   and equipment           0.42362073         1.5501912E-5
                    equipment to           0.42362073         1.5501912E-5
                         to fill            2.5416667          9.300936E-5
                       fill them           0.42362073         1.5501912E-5
                          them ,            2.5416667          9.300936E-5
                           , and                  0.0                  0.0
                      and parked           0.42362073         1.5501912E-5
                     parked them           0.42362073         1.5501912E-5
                         them at           0.42362073         1.5501912E-5
                            at a            24.083334         8.8130176E-4
                           a new                 14.7         5.3792953E-4
                           new $           0.42362073         1.5501912E-5
                             $ 6            1.5078534         5.5178152E-5
                       6 billion           0.42362073         1.5501912E-5
                    billion base           0.42362073         1.5501912E-5
                         base at           0.42362073         1.5501912E-5
                        at Diego           0.42362073         1.5501912E-5
                    Diego Garcia           0.42362073         1.5501912E-5
                       Garcia in           0.42362073         1.5501912E-5
                          in the                  0.0                  0.0
                      the middle             9.529411          3.487178E-4
                       middle of            16.095238          5.889866E-4
                          of the                  0.0                  0.0
                      the Indian           0.42362073         1.5501912E-5
                    Indian Ocean           0.42362073         1.5501912E-5
                        David L.            2.5416667          9.300936E-5
                         L. Paul            1.5078534         5.5178152E-5
                          Paul ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                    chairman and                  0.0                  0.0
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
               executive officer            116.00877          0.004245207
                       officer ,                  0.0                  0.0
                    , criticized            1.5078534         5.5178152E-5
                  criticized the            1.5078534         5.5178152E-5
                     the federal            3.1762295         1.1623045E-4
                  federal Office           0.42362073         1.5501912E-5
                       Office of            2.5416667          9.300936E-5
                       of Thrift            1.5078534         5.5178152E-5
              Thrift Supervision            1.5078534         5.5178152E-5
                   Supervision ,           0.42362073         1.5501912E-5
                         , which                  0.0                  0.0
                    which issued           0.42362073         1.5501912E-5
                      issued the           0.42362073         1.5501912E-5
                   the directive           0.42362073         1.5501912E-5
                     directive ,           0.42362073         1.5501912E-5
                        , saying            4.8774195         1.7848353E-4
                       saying it            1.5078534         5.5178152E-5
                          it was             5.688889         2.0817832E-4
                          was ``            4.2777777         1.5654034E-4
                `` inappropriate           0.42362073         1.5501912E-5
                inappropriate ''           0.42362073         1.5501912E-5
                          '' and            3.1762295         1.1623045E-4
                       and based           0.42362073         1.5501912E-5
                        based on            1.5078534         5.5178152E-5
                           on ``           0.42362073         1.5501912E-5
                 `` insufficient            1.5078534         5.5178152E-5
                 insufficient ''           0.42362073         1.5501912E-5
                      '' reasons           0.42362073         1.5501912E-5
                   This magazine           0.42362073         1.5501912E-5
                    magazine and           0.42362073         1.5501912E-5
                        and book           0.42362073         1.5501912E-5
                  book publisher           0.42362073         1.5501912E-5
                  publisher said           0.42362073         1.5501912E-5
                      said three           0.42362073         1.5501912E-5
                       three men            1.5078534         5.5178152E-5
                        men were           0.42362073         1.5501912E-5
                    were elected            4.2777777         1.5654034E-4
               elected directors            4.8774195         1.7848353E-4
                     directors ,            11.870689         4.3439417E-4
                    , increasing            4.7115383          1.724133E-4
                  increasing the            4.2777777         1.5654034E-4
                       the board                  0.0                  0.0
                        board to            31.578947         0.0011555951
                           to 10            1.5078534         5.5178152E-5
                    The chairman            2.5416667          9.300936E-5
                    chairman and                  0.0                  0.0
                           and a            26.041666          9.529647E-4
                      a director            26.041666          9.529647E-4
                     director of                 14.7         5.3792953E-4
                          of one            1.5078534         5.5178152E-5
                          one of             6.025974         2.2051355E-4
                          of the                  0.0                  0.0
                    the Republic           0.42362073         1.5501912E-5
                     Republic of           0.42362073         1.5501912E-5
                    of Singapore           0.42362073         1.5501912E-5
                    Singapore 's           0.42362073         1.5501912E-5
                      's leading           0.42362073         1.5501912E-5
                leading property           0.42362073         1.5501912E-5
              property companies           0.42362073         1.5501912E-5
                     companies ,           0.42362073         1.5501912E-5
                          , City           0.42362073         1.5501912E-5
                City Development           0.42362073         1.5501912E-5
                Development Ltd.           0.42362073         1.5501912E-5
                          Ltd. ,            4.8774195         1.7848353E-4
                            , or             40.11111         0.0014678198
                          or CDL           0.42362073         1.5501912E-5
                           CDL ,            1.5078534         5.5178152E-5
                          , were            13.090909          4.790467E-4
                    were charged           0.42362073         1.5501912E-5
               charged yesterday           0.42362073         1.5501912E-5
                  yesterday with            1.5078534         5.5178152E-5
                   with criminal           0.42362073         1.5501912E-5
                 criminal breach           0.42362073         1.5501912E-5
                       breach of           0.42362073         1.5501912E-5
                        of trust           0.42362073         1.5501912E-5
                        trust of           0.42362073         1.5501912E-5
                         of some            1.5078534         5.5178152E-5
                    some 800,000           0.42362073         1.5501912E-5
               800,000 Singapore           0.42362073         1.5501912E-5
               Singapore dollars           0.42362073         1.5501912E-5
                   dollars -LRB-            2.5416667          9.300936E-5
                     -LRB- about           0.42362073         1.5501912E-5
                       about US$           0.42362073         1.5501912E-5
                     US$ 409,000           0.42362073         1.5501912E-5
                   409,000 -RRB-           0.42362073         1.5501912E-5
                  Frank Carlucci           0.42362073         1.5501912E-5
                    Carlucci III           0.42362073         1.5501912E-5
                         III was           0.42362073         1.5501912E-5
                       was named             44.02381         0.0016110005
                        named to            13.090909          4.790467E-4
                         to this           0.42362073         1.5501912E-5
         this telecommunications           0.42362073         1.5501912E-5
      telecommunications company           0.42362073         1.5501912E-5
                      company 's             44.02381         0.0016110005
                        's board                  0.0                  0.0
                         board ,                  0.0                  0.0
                       , filling            2.5416667          9.300936E-5
                     filling the           0.42362073         1.5501912E-5
                     the vacancy           0.42362073         1.5501912E-5
                 vacancy created           0.42362073         1.5501912E-5
                      created by           0.42362073         1.5501912E-5
                          by the                  0.0                  0.0
                       the death           0.42362073         1.5501912E-5
                        death of           0.42362073         1.5501912E-5
                      of William            2.5416667          9.300936E-5
                   William Sobey           0.42362073         1.5501912E-5
                      Sobey last           0.42362073         1.5501912E-5
                        last May           0.42362073         1.5501912E-5
                      Mr. Conway           0.42362073         1.5501912E-5
                        Conway ,           0.42362073         1.5501912E-5
                            , 42            1.5078534         5.5178152E-5
                        42 years           0.42362073         1.5501912E-5
                       years old           15.5172415          5.678355E-4
                           old ,            42.057693         0.0015390527
                           , was            53.019608         0.0019401913
                     was elected            31.578947         0.0011555951
                elected chairman            4.8774195         1.7848353E-4
                      chairman ,                  0.0                  0.0
                     , president                  0.0                  0.0
                   president and             47.02222         0.0017207238
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                    executive of            28.928572         0.0010586077
                    of Manhattan            2.5416667          9.300936E-5
                  Manhattan Life           0.42362073         1.5501912E-5
                  Life Insurance            4.2777777         1.5654034E-4
                   Insurance Co.            4.2777777         1.5654034E-4
                         Co. and            3.1762295         1.1623045E-4
                   and president            13.090909          4.790467E-4
                   president and             47.02222         0.0017207238
                       and chief                  0.0                  0.0
                 chief executive                  0.0                  0.0
                    executive of            28.928572         0.0010586077
                    of Manhattan            2.5416667          9.300936E-5
              Manhattan National            1.5078534         5.5178152E-5
                   National Life            1.5078534         5.5178152E-5
                  Life Insurance            4.2777777         1.5654034E-4
                    Insurance Co            1.5078534         5.5178152E-5
                    Adolph Coors           0.42362073         1.5501912E-5
                       Coors Co.           0.42362073         1.5501912E-5
                        Co. said           0.42362073         1.5501912E-5
                    said William            3.1762295         1.1623045E-4
                      William K.           0.42362073         1.5501912E-5
                        K. Coors           0.42362073         1.5501912E-5
                         Coors ,           0.42362073         1.5501912E-5
                      , chairman                  0.0                  0.0
                      chairman ,                  0.0                  0.0
                       , assumed           0.42362073         1.5501912E-5
                     assumed the           0.42362073         1.5501912E-5
                  the additional                 8.47          3.099499E-4
     additional responsibilities            1.5078534         5.5178152E-5
             responsibilities of           0.42362073         1.5501912E-5
                    of president            2.5416667          9.300936E-5
                     president ,            31.578947         0.0011555951
                    , succeeding             6.535948         2.3917545E-4
              succeeding Jeffrey           0.42362073         1.5501912E-5
                      Jeffrey H.           0.42362073         1.5501912E-5
                        H. Coors           0.42362073         1.5501912E-5
                      Mr. Martin           0.42362073         1.5501912E-5
                     Martin said           0.42362073         1.5501912E-5
                       said they             6.025974         2.2051355E-4
                       they have            1.5078534         5.5178152E-5
                        have n't            2.5416667          9.300936E-5
                         n't yet            1.5078534         5.5178152E-5
                     yet decided           0.42362073         1.5501912E-5
                    decided what           0.42362073         1.5501912E-5
                      what their           0.42362073         1.5501912E-5
                      their next           0.42362073         1.5501912E-5
                       next move           0.42362073         1.5501912E-5
                      move would           0.42362073         1.5501912E-5
                        would be            5.7619047         2.1085025E-4
                            be ,           0.42362073         1.5501912E-5
                           , but            26.041666          9.529647E-4
                          but he            3.1762295         1.1623045E-4
                          he did            1.5078534         5.5178152E-5
                         did n't            4.7115383          1.724133E-4
                        n't rule           0.42362073         1.5501912E-5
                        rule out           0.42362073         1.5501912E-5
                         out the            1.5078534         5.5178152E-5
                 the possibility           0.42362073         1.5501912E-5
                  possibility of           0.42362073         1.5501912E-5
                            of a               10.816         3.9579903E-4
                       a consent            1.5078534         5.5178152E-5
            consent solicitation            1.5078534         5.5178152E-5
              solicitation aimed           0.42362073         1.5501912E-5
                        aimed at            2.5416667          9.300936E-5
                    at replacing           0.42362073         1.5501912E-5
               replacing Georgia           0.42362073         1.5501912E-5
                    Georgia Gulf           0.42362073         1.5501912E-5
                         Gulf 's           0.42362073         1.5501912E-5
                        's board                  0.0                  0.0
                      The safety           0.42362073         1.5501912E-5
                    safety board           0.42362073         1.5501912E-5
                      board will            4.2777777         1.5654034E-4
                      will begin            1.5078534         5.5178152E-5
                      begin four           0.42362073         1.5501912E-5
                       four days           0.42362073         1.5501912E-5
                         days of            1.5078534         5.5178152E-5
                     of hearings           0.42362073         1.5501912E-5
                     hearings on           0.42362073         1.5501912E-5
                          on the             67.01538         0.0024523505
                    the accident           0.42362073         1.5501912E-5
               accident tomorrow           0.42362073         1.5501912E-5
                     tomorrow in           0.42362073         1.5501912E-5
                        in Sioux           0.42362073         1.5501912E-5
                      Sioux City           0.42362073         1.5501912E-5
                      Fifteen of           0.42362073         1.5501912E-5
                          of the                  0.0                  0.0
                          the 26           0.42362073         1.5501912E-5
                 26 subcommittee           0.42362073         1.5501912E-5
            subcommittee members           0.42362073         1.5501912E-5
                members attended           0.42362073         1.5501912E-5
