                          Bigram                Count          Probability
                   have declined                    1         3.5310735E-4
                 declined across                    1          3.564427E-4
                      across the                   13         0.0024915466
                       the board                  144            0.0206083
                       board and                   10          0.001841929
                         and the                   40          0.006525545
                        the many                    1         2.8425243E-4
                      many firms                    1         3.5568202E-4
                  firms planning                    1         3.5650624E-4
                     planning to                    1          3.564427E-4
                         to sell                    9          0.001598721
                          sell $                    1         3.5599858E-4
                            $ 11                    1         3.5050823E-4
                      11 billion                    1         3.5618877E-4
                      billion in                    3         7.1073207E-4
                         in junk                    1          3.352892E-4
                      junk bonds                    3          7.127584E-4
                    bonds before                    1          3.563792E-4
                 before year-end                    1         3.5561877E-4
                    year-end are                    1         3.5669698E-4
                are experiencing                    2         5.2938063E-4
            experiencing anxious                    1          3.566334E-4
                   anxious times                    1         3.5669698E-4
                 William Seidman                    4          8.876265E-4
                       Seidman ,                    5         0.0010691376
                      , chairman                  187           0.02463958
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                     the Federal                   10         0.0015633883
                 Federal Deposit                    3          7.116172E-4
               Deposit Insurance                    3          7.131396E-4
                 Insurance Corp.                    2         5.3409295E-4
                         Corp. ,                   37         0.0067066713
                          , said                  100          0.013237221
                    said Lincoln                    1          3.397316E-4
                 Lincoln Savings                    1          3.565698E-4
                       Savings &                    2         5.3475937E-4
                          & Loan                    2          5.313496E-4
                Loan Association                    2         5.3495006E-4
              Association should                    1         3.5612535E-4
                     should have                    2         5.3418806E-4
                       have been                    7         0.0014124294
                     been seized                    1          3.543586E-4
                       seized by                    1         3.5669698E-4
                          by the                   43           0.00766417
                  the government                    6          9.948835E-4
                   government in                    1         3.5593522E-4
                         in 1986                    2          5.029338E-4
                         1986 to                    1          3.564427E-4
                      to contain                    1          3.197442E-4
                  contain losses                    1          3.566334E-4
                     losses that                    1          3.563792E-4
                         that he                   11         0.0020467339
                    he estimated                    1         3.5137034E-4
                  estimated will                    1          3.564427E-4
                       will cost                    1         3.4965036E-4
                  cost taxpayers                    1          3.563792E-4
                    taxpayers as                    1         3.5669698E-4
                         as much                    4         8.6865877E-4
                         much as                    3         7.1237754E-4
                            as $                    2          5.211953E-4
                             $ 2                    3         7.0101646E-4
                       2 billion                    3          7.126314E-4
                     Harken also                    1          3.566334E-4
                       also said                   10         0.0019427764
                       said that                   15         0.0027178528
                        that its                    4         8.5280574E-4
                   its financing                    1         3.4873583E-4
                  financing from                    1          3.563792E-4
                    from Bankers                    1         3.5161743E-4
                   Bankers Trust                    1          3.566334E-4
                       Trust Co.                    1         3.5593522E-4
                         Co. has                    1         3.5460992E-4
                        has been                   17         0.0031601123
                   been extended                    1          3.543586E-4
                  extended until                    2         5.3495006E-4
                      until Dec.                    1         3.5568202E-4
                         Dec. 15                    1         3.5650624E-4
                           15 to                    1          3.563792E-4
                         to give                    7         0.0012789768
                     give Tesoro                    1         3.5599858E-4
                       Tesoro 's                    2          5.348547E-4
                        's board                   48          0.008178935
                      board time                    1         3.3489618E-4
                         time to                    3         7.1136403E-4
                     to consider                    5          9.592326E-4
                    consider the                    4          8.906306E-4
                       the offer                    7         0.0011370097
                        offer at                    2          5.322924E-4
                            at a                   16           0.00297932
                        a Tesoro                    1         3.2320622E-4
                    Tesoro board                    1          3.565698E-4
                   board meeting                   10          0.001841929
               meeting scheduled                    2         5.3304905E-4
                   scheduled for                    2         5.3475937E-4
                for mid-November                    1          3.471017E-4
                      The issues                    2         5.2101427E-4
                      issues are                    1          3.564427E-4
                        are also                    1          3.529204E-4
                    also thought                    1         3.5323208E-4
                      thought to                    2          5.348547E-4
                           to be                   28          0.004636291
                    be important                    1          3.500175E-4
                    important to                    1          3.566334E-4
                          to the                   85          0.013749001
                         the FCC                    1         2.8425243E-4
                          FCC 's                    1          3.566334E-4
                          's new                    6         0.0011684193
                    new chairman                    6         0.0012341326
                      chairman ,                   92          0.015097403
                        , Alfred                    1          2.621232E-4
                    Alfred Sikes                    2          5.348547E-4
                         Sikes ,                    2         5.3495006E-4
                             , a                   68           0.00904325
                        a former                    4          8.080155E-4
                       former AM                    1          3.550506E-4
                  AM broadcaster                    1         3.5669698E-4
                  broadcaster in                    1         3.5669698E-4
                          in his                    6         0.0011735122
                      his native                    1         3.5174112E-4
                 native Missouri                    1         3.5669698E-4
                       The issue                    2         5.2101427E-4
                       issue has                    1          3.563792E-4
                        has come                    1          3.511236E-4
                         come to                    3          7.130125E-4
                            to a                   12         0.0020783374
                          a boil                    1         3.2320622E-4
                         boil in                    1         3.5669698E-4
                       in Newark                    2          5.029338E-4
                        Newark ,                    1          3.566334E-4
                          , N.J.                    4           6.55308E-4
                          N.J. ,                    3          7.130125E-4
                         , where                    3          5.242464E-4
                   where federal                    1          3.564427E-4
             federal prosecutors                    1          3.558719E-4
                prosecutors have                    1         3.5669698E-4
                     have warned                    1         3.5310735E-4
                  warned lawyers                    1          3.565698E-4
                     lawyers for                    1         3.5669698E-4
                       for Eddie                    1          3.471017E-4
                     Eddie Antar                    1          3.565698E-4
                      Antar that                    1          3.566334E-4
                         that if                    1          3.411223E-4
                          if the                    5         0.0010659087
                     the founder                    2         4.2637862E-4
                     founder and                    4          8.906306E-4
                      and former                    3         6.3663855E-4
                 former chairman                   13         0.0024853542
                     chairman of                  225          0.036688313
                        of Crazy                    1          3.056235E-4
                     Crazy Eddie                    1         3.5669698E-4
                      Eddie Inc.                    1          3.565698E-4
                         Inc. is                    1         3.5354428E-4
                     is indicted                    1         3.4524425E-4
                      indicted ,                    1         3.5669698E-4
                           , the                  111          0.014678899
                  the government                    6          9.948835E-4
                  government may                    1         3.5593522E-4
                        may move                    1         3.5555556E-4
                         move to                    1         3.5606197E-4
                        to seize                    1          3.197442E-4
                       seize the                    1         3.5669698E-4
                       the money                    2         4.2637862E-4
                      money that                    1         3.5606197E-4
                        that Mr.                    8         0.0015350503
                       Mr. Antar                    1         3.4578147E-4
                        Antar is                    1          3.566334E-4
                        is using                    1         3.4524425E-4
                        using to                    1         3.5669698E-4
                          to pay                    1          3.197442E-4
                       pay legal                    1          3.565698E-4
                      legal fees                    1          3.563157E-4
                      Also shown                    1         3.5650624E-4
                        shown is                    1          3.566334E-4
                          is the                    6          0.001208355
                     the closing                    1         2.8425243E-4
                  closing listed                    1         3.5669698E-4
                   listed market                    1          3.565698E-4
                    market price                    2          5.308795E-4
                        price or                    2         5.3399784E-4
                            or a                    2          5.298481E-4
              a dealer-to-dealer                    1         3.2320622E-4
          dealer-to-dealer asked                    1         3.5669698E-4
                     asked price                    1         3.5625222E-4
                        price of                    2         5.3399784E-4
                         of each                    2          4.584352E-4
                       each fund                    1         3.5625222E-4
                         fund 's                    1         3.5618877E-4
                       's shares                    2         5.0075114E-4
                        shares ,                   10          0.001953125
                          , with                    9          0.001310616
                        with the                   25          0.004549431
                  the percentage                    1         2.8425243E-4
                   percentage of                    1         3.5669698E-4
                   of difference                    1          3.056235E-4
                     The country                    1         3.4734284E-4
               country abandoned                    1          3.563792E-4
                   abandoned its                    1         3.5669698E-4
                      its former                    1         3.4873583E-4
                 former devotion                    1          3.550506E-4
                     devotion to                    1         3.5669698E-4
                    to socialist                    1          3.197442E-4
                 socialist unity                    1         3.5669698E-4
                       unity and                    1         3.5669698E-4
                        and took                    3         6.3663855E-4
                         took to                    3         7.1199716E-4
                    to insisting                    1          3.197442E-4
               insisting instead                    1         3.5669698E-4
                    instead that                    1         3.5650624E-4
                       that each                    1          3.411223E-4
                    each country                    1         3.5625222E-4
                      country in                    1          3.563792E-4
                          in the                   92          0.015590947
                        the bloc                    1         2.8425243E-4
                      bloc ought                    1         3.5669698E-4
                        ought to                    3          7.131396E-4
                       to travel                    1          3.197442E-4
                      travel its                    1          3.566334E-4
                         its own                    4          8.718396E-4
                        own road                    1         3.5606197E-4
                    `` Liquidity                    1         3.4164675E-4
                   Liquidity has                    1         3.5669698E-4
                         has n't                    9          0.001755618
                    n't returned                    1          3.511236E-4
                     returned to                    3          7.130125E-4
                          to the                   85          0.013749001
                        the vast                    1         2.8425243E-4
                     vast middle                    1         3.5669698E-4
                   middle ground                    2           5.32198E-4
                       ground of                    1          3.565698E-4
                          of the                  266          0.040800735
                      the market                   13          0.001989767
                        market ,                    7         0.0014156786
                            , ''                  115          0.015203145
                         '' said                   48          0.008380366
                        said Mr.                   12         0.0022082555
                     Mr. Minella                    1         3.4578147E-4
                      Minella of                    1         3.5669698E-4
                      of Merrill                    2          4.584352E-4
                 The spokeswoman                    1         3.4734284E-4
                spokeswoman said                    1         3.5669698E-4
                        said the                   32         0.0056055714
                     the company                   84          0.012080728
                    company does                    1          3.476447E-4
                        does n't                    8         0.0016028495
                        n't have                    2          5.266854E-4
                          have a                    4         8.8276836E-4
                     a timetable                    1         3.2320622E-4
                   timetable for                    1         3.5669698E-4
                         for the                   40          0.007115585
                        the sale                    4           7.10631E-4
                          sale ,                    2          5.342832E-4
                        , adding                    2          3.931848E-4
                     adding that                    1          3.566334E-4
                        that the                   52          0.009039741
                       the board                  144            0.0206083
                        board 's                   17         0.0030140656
                     's decision                   10         0.0018360874
                   decision just                    1         3.5568202E-4
                     just starts                    1         3.5612535E-4
                      starts the                    1          3.565698E-4
                      the search                    2         4.2637862E-4
                      search for                    3          7.131396E-4
                           for a                   15         0.0027768137
                         a buyer                    1         3.2320622E-4
                        Assume a                    1         3.5669698E-4
                  a neighborhood                    1         3.2320622E-4
      neighborhood demonstration                    1         3.5669698E-4
                demonstration to                    1          3.566334E-4
                      to protest                    1          3.197442E-4
                protest speeding                    1         3.5669698E-4
                     speeding on                    1         3.5669698E-4
                            on a                   12          0.002258513
                       a certain                    1         3.2320622E-4
                    certain road                    1          3.563792E-4
                         road or                    1         3.5379446E-4
                            or a                    2          5.298481E-4
                      a careless                    1         3.2320622E-4
               careless accident                    1         3.5669698E-4
              accident involving                    1          3.565698E-4
                     involving a                    1         3.5669698E-4
                        a police                    1         3.2320622E-4
                      police car                    1         3.5669698E-4
                    Sen. Specter                    1         3.5606197E-4
                     Specter was                    1          3.566334E-4
                        was vice                    1          3.459609E-4
                   vice chairman                   43         0.0077711055
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                 the impeachment                    1         2.8425243E-4
               impeachment trial                    1         3.5669698E-4
                 trial committee                    1          3.566334E-4
                  committee that                    2          5.325759E-4
                      that heard                    1          3.411223E-4
                  heard evidence                    1          3.566334E-4
                     evidence in                    2          5.345688E-4
                          in the                   92          0.015590947
                    the Hastings                    1         2.8425243E-4
                   Hastings case                    1         3.5669698E-4
                       case last                    1          3.565698E-4
                     last summer                    1          3.546728E-4
                         But one                    1          3.549246E-4
                        one Bush                    1          3.550506E-4
             Bush administration                    3         7.1199716E-4
         administration official                    3         7.1212393E-4
          official knowledgeable                    1          3.563157E-4
             knowledgeable about                    1          3.566334E-4
                       about the                    4         8.8526914E-4
                      the summit                    1         2.8425243E-4
                     summit plan                    1         3.5669698E-4
                  plan cautioned                    1         3.5593522E-4
               cautioned against                    1         3.5669698E-4
                against assuming                    1          3.563792E-4
                   assuming that                    1         3.5669698E-4
                      that there                    3          6.822446E-4
                      there will                    1         3.5561877E-4
                         will be                   24         0.0043706293
                         be bold                    2         5.2502623E-4
                        bold new                    1         3.5593522E-4
                 new initiatives                    1         3.5260932E-4
                  initiatives on                    1         3.5669698E-4
                          on the                   65          0.011466296
                      the Soviet                    2         4.2637862E-4
                  Soviet economy                    1          3.566334E-4
                      economy or                    1         3.5625222E-4
                        or other                    2          5.298481E-4
                    other issues                    1         3.5454705E-4
                      William R.                    2          5.325759E-4
                       R. Laidig                    1          3.558086E-4
                        Laidig ,                    2         5.3495006E-4
                       , Nekoosa                    2          3.931848E-4
                      Nekoosa 's                    2           5.34664E-4
                     's chairman                   66          0.011183442
                      chairman ,                   92          0.015097403
                         , chief                    9          0.001310616
                 chief executive                  164          0.028467909
               executive officer                  114          0.019844694
                     officer and                    6         0.0012192997
                   and president                   11         0.0019099156
                     president ,                   19          0.003511236
                 , characterized                    1          2.621232E-4
               characterized the                    1         3.5669698E-4
                           the $                   10         0.0015633883
                    $ 58-a-share                    1         3.5050823E-4
                  58-a-share bid                    1         3.5669698E-4
                          bid as                    1          3.549246E-4
                           as ``                    2          5.211953E-4
                    `` uninvited                    1         3.4164675E-4
                    uninvited ''                    1         3.5669698E-4
                          '' and                    4          8.551394E-4
                        and said                    2          4.774789E-4
                    said Nekoosa                    1          3.397316E-4
                      Nekoosa 's                    2           5.34664E-4
                        's board                   48          0.008178935
                     board would                    6         0.0011721366
                  would consider                    1         3.5137034E-4
                    consider the                    4          8.906306E-4
                       the offer                    7         0.0011370097
                        offer ``                    1          3.548616E-4
                           `` in                    3          6.832935E-4
                          in due                    1          3.352892E-4
                      due course                    1          3.564427E-4
                       '' Walter                    1         3.4205575E-4
                       Walter H.                    1          3.564427E-4
                     H. Monteith                    1         3.5606197E-4
                    Monteith Jr.                    1         3.5669698E-4
                           Jr. ,                   27          0.004969826
                          , SNET                    1          2.621232E-4
                   SNET chairman                    1         3.5669698E-4
                    chairman and                  140           0.02288961
                       and chief                  157          0.025147222
                 chief executive                  164          0.028467909
               executive officer                  114          0.019844694
                       officer ,                   56          0.009928584
                          , said                  100          0.013237221
                          said :                    6         0.0011890606
                            : ``                   12         0.0023082385
                   `` Innovative                    1         3.4164675E-4
            Innovative marketing                    1         3.5669698E-4
                    marketing of                    1          3.564427E-4
                          of our                    5          9.168704E-4
                    our products                    1         3.5568202E-4
                    products and                    3         7.1187044E-4
                    and services                    2          4.774789E-4
            services contributed                    1         3.5593522E-4
                  contributed to                    2          5.348547E-4
                     to increase                    2          4.796163E-4
                increase revenue                    1          3.563157E-4
                           '' ``                    6         0.0011971951
                           `` We                   13         0.0023915272
                          We did                    1          3.557453E-4
                         did see                    1          3.558086E-4
                        see some                    1          3.563792E-4
                     some relief                    1          3.553029E-4
                       relief in                    1          3.565698E-4
                          in raw                    1          3.352892E-4
                    raw material                    1         3.5669698E-4
                  material costs                    1          3.565698E-4
                         costs ,                    1          3.566334E-4
                           , but                   24           0.00327654
                          but it                    1         3.5454705E-4
                          it was                   15          0.002805049
                         was n't                    6         0.0012108631
                  n't sufficient                    1          3.511236E-4
                   sufficient to                    1         3.5669698E-4
                       to offset                    1          3.197442E-4
                      offset the                    1         3.5669698E-4
                        the drop                    1         2.8425243E-4
                         drop in                    4           8.90472E-4
                        in sales                    1          3.352892E-4
                    sales prices                    1          3.558086E-4
                        prices ,                    1         3.5625222E-4
                            , ''                  115          0.015203145
                        '' James                    3          6.841115E-4
                        James R.                    3          7.102273E-4
                         R. Kuse                    1          3.558086E-4
                          Kuse ,                    1         3.5669698E-4
                           , the                  111          0.014678899
                     the company                   84          0.012080728
                      company 's                   42          0.007474361
                     's chairman                   66          0.011183442
                    chairman and                  140           0.02288961
                       and chief                  157          0.025147222
                 chief executive                  164          0.028467909
               executive officer                  114          0.019844694
                    officer said                    1         3.4837137E-4
                         said in                    9         0.0016986581
                            in a                   23         0.0040234705
                     a statement                   12         0.0021008404
                           `` If                    3          6.832935E-4
                          If you                    1          3.564427E-4
                       you build                    1         3.5612535E-4
                         build a                    3          7.128854E-4
                        a better                    2          4.848093E-4
                better mousetrap                    1         3.5650624E-4
                     mousetrap ,                    1         3.5669698E-4
                            , it                   12         0.0017038007
                         it will                    4         8.7657786E-4
                      will catch                    1         3.4965036E-4
                      catch more                    1         3.5669698E-4
                       more mice                    1         3.5517671E-4
                          mice ,                    1         3.5669698E-4
                            , ''                  115          0.015203145
                         '' says                   37         0.0064990595
                       says Fred                    1         3.5323208E-4
                  Fred Benninger                    1          3.565698E-4
                     Benninger ,                    1         3.5669698E-4
                      , chairman                  187           0.02463958
                     chairman of                  225          0.036688313
                          of MGM                    1          3.056235E-4
                       MGM Grand                    1         3.5669698E-4
                        The suit                    1         3.4734284E-4
                    suit charged                    1          3.565698E-4
                     charged the                    1         3.5650624E-4
                  the defendants                    1         2.8425243E-4
                 defendants with                    1         3.5669698E-4
                    with causing                    1         3.4995624E-4
                   causing Peter                    1          3.566334E-4
                        Peter E.                    1         3.5618877E-4
                         E. Voss                    1         3.5568202E-4
                          Voss ,                    1         3.5669698E-4
                            , an                   13         0.0018348624
                    an ex-member                    1           3.51803E-4
                    ex-member of                    1         3.5669698E-4
                          of the                  266          0.040800735
                      the Postal                    1         2.8425243E-4
                  Postal Service                    1         3.5669698E-4
                   Service board                    1         3.5669698E-4
                        board of                   27         0.0046885465
                    of governors                    2          4.584352E-4
                     governors ,                    2          5.348547E-4
                            , to                   16         0.0022280472
                       to accept                    2          4.796163E-4
                        accept $                    1          3.566334E-4
                        $ 23,000                    1         3.5050823E-4
                       23,000 in                    1         3.5669698E-4
                       in bribes                    1          3.352892E-4
                        bribes ,                    1         3.5669698E-4
                     , kickbacks                    1          2.621232E-4
                   kickbacks and                    1         3.5669698E-4
                  and gratuities                    1         3.1831927E-4
                          We 're                    3          7.114906E-4
                       're sorry                    1         3.5612535E-4
                        sorry to                    1         3.5669698E-4
                       to report                    4          7.993605E-4
                     report that                    2         5.3418806E-4
                         that on                    1          3.411223E-4
                       on Monday                    1         3.4746353E-4
                Monday President                    1         3.5606197E-4
                  President Bush                    4           8.90948E-4
                   Bush accepted                    1         3.5599858E-4
                    accepted the                    2           5.34664E-4
                 the resignation                    3         5.6850485E-4
                  resignation of                    3          7.130125E-4
                      of William                    3           6.11247E-4
                   William Allen                    1          3.550506E-4
                        Allen as                    1         3.5669698E-4
                     as chairman                   25          0.004517026
                     chairman of                  225          0.036688313
                          of the                  266          0.040800735
                        the U.S.                    4           7.10631E-4
                      U.S. Civil                    1          3.558719E-4
                    Civil Rights                    1         3.5669698E-4
               Rights Commission                    1         3.5669698E-4
                    Under Robert                    1          3.564427E-4
                       Robert W.                    1         3.5423308E-4
                       W. Singer                    1          3.558086E-4
                        Singer ,                    1         3.5669698E-4
                           , who                   63          0.008387943
                         who was                   10         0.0019284713
                       was named                   42         0.0074381595
                 named president                    6         0.0012360939
                   president and                   45          0.008075843
                       and chief                  157          0.025147222
                 chief operating                    9         0.0017253278
               operating officer                    9         0.0017787265
                    officer last                    1         3.4837137E-4
                       last year                    4           8.86682E-4
                          year ,                    7         0.0014189429
                      , Keystone                    1          2.621232E-4
                    Keystone has                    1          3.566334E-4
                    has expanded                    1          3.511236E-4
                    expanded its                    1          3.565698E-4
                       its sales                    2         5.2310375E-4
                     sales force                    1          3.558086E-4
                        force to                    1         3.5625222E-4
                        to about                    1          3.197442E-4
                        about 20                    1         3.5410764E-4
                       20 people                    1          3.564427E-4
                     people from                    1         3.5606197E-4
                      from about                    1         3.5161743E-4
                        about 15                    1         3.5410764E-4
                          15 and                    1          3.563792E-4
                       and hopes                    1         3.1831927E-4
                        hopes to                    2          5.345688E-4
                       to expand                    1          3.197442E-4
                      expand its                    1         3.5669698E-4
                       its sales                    2         5.2310375E-4
                      sales from                    2         5.3371285E-4
                        from the                   22         0.0040436005
                      the middle                   17         0.0025582716
                  middle portion                    1         3.5479866E-4
                      portion of                    2         5.3495006E-4
                          of the                  266          0.040800735
                     the country                    4           7.10631E-4
                  country toward                    1          3.563792E-4
                      toward the                    5         0.0010689471
                        the East                    1         2.8425243E-4
                        East and                    2          5.348547E-4
                        and West                    1         3.1831927E-4
                     West coasts                    1         3.5650624E-4
                      Bridge and                    1         3.5650624E-4
                        and road                    2          4.774789E-4
                   road builders                    1         3.5379446E-4
                    builders had                    1         3.5669698E-4
                           had a                    4         8.8432967E-4
                         a field                    2          4.848093E-4
                       field day                    1          3.566334E-4
                           day ,                    3         7.1237754E-4
                     , including                   10         0.0014416776
                including Kasler                    1         3.5593522E-4
                    Kasler Corp.                    1          3.566334E-4
                         Corp. ,                   37         0.0067066713
                            , up                    3          5.242464E-4
                            up $                    3         7.0947147E-4
                         $ 2.125                    1         3.5050823E-4
                        2.125 to                    1         3.5669698E-4
                            to $                    9          0.001598721
                         $ 9.875                    1         3.5050823E-4
                         9.875 ,                    1         3.5669698E-4
                           , Guy                    1          2.621232E-4
                          Guy F.                    1         3.5669698E-4
                     F. Atkinson                    1         3.5625222E-4
                    Atkinson Co.                    1         3.5669698E-4
                           Co. ,                   12         0.0023049645
                            , up                    3          5.242464E-4
                         up 87.5                    1         3.5473573E-4
                         87.5 to                    1         3.5669698E-4
                            to $                    9          0.001598721
                        $ 61.875                    1         3.5050823E-4
                        61.875 ,                    1         3.5669698E-4
                           , and                   88          0.011664483
                    and Morrison                    1         3.1831927E-4
                Morrison Knudsen                    1         3.5669698E-4
                   Knudsen Corp.                    1         3.5669698E-4
                         Corp. ,                   37         0.0067066713
                         , which                   37         0.0049803406
                  which reported                    1         3.5379446E-4
                 reported higher                    1         3.5650624E-4
            higher third-quarter                    1         3.5650624E-4
          third-quarter earnings                    4          8.906306E-4
              earnings yesterday                    1         3.5561877E-4
                     yesterday ,                    3          7.117438E-4
                            , up                    3          5.242464E-4
                            up $                    3         7.0947147E-4
                          $ 2.25                    1         3.5050823E-4
                         2.25 to                    1         3.5669698E-4
                            to $                    9          0.001598721
                        $ 44.125                    1         3.5050823E-4
                       They also                    1          3.563792E-4
